  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170
  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170
  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170
  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170
  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170
  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170
  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170
  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170
  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170
  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170
  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170
  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170
  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170
  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170
  2.860  2.860  2.860  2.860  2.860  2.860  2.860  2.860  2.860  2.860  2.860  2.860
  2.860  2.856  2.860  2.860  2.893  2.869  2.836  2.860  2.860  2.860  2.860  2.860
  2.860  2.885  2.860  2.882  2.887  2.864  2.846  2.836  2.860  2.860  2.860  2.860
  2.860  2.900  2.883  2.860  2.860  2.854  2.878  2.792  2.848  2.855  2.860  2.860
  2.860  2.921  2.860  2.795  2.860  2.852  2.872  2.777  2.848  2.852  2.854  2.860
  2.860  3.184  3.032  2.899  2.834  2.867  2.916  2.772  2.818  2.845  2.843  2.860
  2.860  2.730  3.061  2.824  2.777  2.716  2.990  2.821  2.835  2.860  2.861  2.860
  2.860  2.943  3.086  2.829  2.900  2.832  2.762  2.920  2.860  2.860  2.860  2.860
  2.860  2.809  2.934  2.692  2.908  2.850  2.864  2.889  2.860  2.860  2.860  2.860
  2.860  2.960  2.982  2.829  2.762  2.928  2.810  2.713  2.860  2.860  2.860  2.860
  2.860  2.896  2.809  2.734  2.911  2.830  2.968  2.871  2.794  2.860  2.860  2.860
  2.860  2.731  2.751  2.894  2.983  2.989  2.797  2.811  2.814  2.806  2.860  2.860
  2.860  2.687  2.864  2.754  2.981  2.860  2.829  2.824  2.822  2.860  2.860  2.860
